"DateTime","Ensemble ET","Acre-feet","Crop","Area","Field ID","ET Units","Source","Method"
"2018-01-01 05:00:00",0.766,3.648,"Unknown","57.16 Acres","16119050","in","OpenET","https://openetdata.org/#tool"
"2018-02-01 05:00:00",0.842,4.010,
"2018-03-01 05:00:00",1.573,7.492,
"2018-04-01 04:00:00",1.317,6.273,
"2018-05-01 04:00:00",4.896,23.320,
"2018-06-01 04:00:00",7.000,33.341,
"2018-07-01 04:00:00",6.753,32.164,
"2018-08-01 04:00:00",2.713,12.922,
"2018-09-01 04:00:00",1.804,8.592,
"2018-10-01 04:00:00",1.199,5.711,
"2018-11-01 04:00:00",0.671,3.196,
"2018-12-01 05:00:00",0.321,1.529,
"2019-01-01 05:00:00",0.581,2.767,
"2019-02-01 05:00:00",0.769,3.663,
"2019-03-01 05:00:00",1.935,9.216,
"2019-04-01 04:00:00",2.250,10.717,
"2019-05-01 04:00:00",2.208,10.517,
"2019-06-01 04:00:00",3.683,17.542,
"2019-07-01 04:00:00",6.307,30.040,
"2019-08-01 04:00:00",6.786,32.322,
"2019-09-01 04:00:00",3.876,18.461,
"2019-10-01 04:00:00",0.863,4.110,
"2019-11-01 04:00:00",0.432,2.058,
"2019-12-01 05:00:00",0.392,1.867,
"2020-01-01 05:00:00",0.540,2.572,
"2020-02-01 05:00:00",0.535,2.548,
"2020-03-01 05:00:00",1.603,7.635,
"2020-04-01 04:00:00",1.349,6.425,
"2020-05-01 04:00:00",2.711,12.912,
"2020-06-01 04:00:00",5.332,25.396,
"2020-07-01 04:00:00",7.939,37.813,
"2020-08-01 04:00:00",6.041,28.773,
"2020-09-01 04:00:00",2.428,11.565,
"2020-10-01 04:00:00",0.642,3.058,
"2020-11-01 04:00:00",0.381,1.815,
"2020-12-01 05:00:00",0.378,1.800,
"2021-01-01 05:00:00",0.463,2.205,
"2021-02-01 05:00:00",0.746,3.553,
"2021-03-01 05:00:00",0.811,3.863,
"2021-04-01 04:00:00",1.048,4.992,
"2021-05-01 04:00:00",2.312,11.012,
"2021-06-01 04:00:00",7.245,34.508,
"2021-07-01 04:00:00",8.037,38.280,
"2021-08-01 04:00:00",6.378,30.378,
"2021-09-01 04:00:00",4.863,23.162,
"2021-10-01 04:00:00",2.409,11.474,
"2021-11-01 04:00:00",1.211,5.768,
"2021-12-01 05:00:00",0.596,2.839,
"2022-01-01 05:00:00",0.355,1.691,
"2022-02-01 05:00:00",0.538,2.562,
"2022-03-01 05:00:00",1.582,7.535,
"2022-04-01 04:00:00",1.808,8.611,
"2022-05-01 04:00:00",4.314,20.548,
"2022-06-01 04:00:00",6.939,33.050,
"2022-07-01 04:00:00",7.452,35.494,
"2022-08-01 04:00:00",3.232,15.394,
"2022-09-01 04:00:00",1.701,8.102,
"2022-10-01 04:00:00",1.427,6.797,
"2022-11-01 04:00:00",0.468,2.229,
"2022-12-01 05:00:00",0.496,2.362,
"2023-01-01 05:00:00",0.661,3.148,
"2023-02-01 05:00:00",0.748,3.563,
"2023-03-01 05:00:00",2.019,9.616,
"2023-04-01 04:00:00",1.551,7.387,
"2023-05-01 04:00:00",2.213,10.540,
"2023-06-01 04:00:00",4.142,19.728,
"2023-07-01 04:00:00",8.179,38.956,
"2023-08-01 04:00:00",6.448,30.712,
